file_id,fold
1088936034024300266,0
1089439531830217175,0
1090134933295048352,1
1090214159276140668,3
1091333583887620331,2
1091727693498107042,3
1091971918338786196,3
1092089321701810648,1
1093411397514719063,1
1093643095734197456,0
1094517098763628041,3
1094615407863240535,1
1095602563368087490,2
1095684625404682255,0
1095812638725302274,0
1096096576737748062,3
1096564551073080832,2
1097005622875191958,1
1097398878799453894,3
1097898365256643455,2
1098933883068625549,1
109921371238298957,2
1099484314662908488,2
1099792615032930980,3
1100285816893681148,0
1100659678103417245,3
1101020471087970368,1
1101668254592909069,0
1101876205139670330,3
1101963559275192899,3
1102028362553013494,1
110359514529002534,0
1103854787990659280,3
1104404782513690084,3
1104952104993795058,2
1105727829006004052,2
1105734234951072064,1
1106382235335367876,1
1106487483740226348,2
1106741012676607246,0
110832507697445131,0
1108741208571075,0
1109057449891411186,1
1109308579508864727,0
1110097236055267862,1
1110469894434959091,1
1110615348217554967,2
1111066390974440788,3
1111073571163430872,3
1113737694715621671,2
1114080924634191025,1
1114569075628804689,0
1114730390698240450,0
1115482997244267873,0
1115836739686488031,0
1116630795124527275,2
1116657414796611536,1
1116869626586272679,2
1117075805757956257,1
1119161424688363942,3
1119484814625547084,0
1120187880124499980,0
1121035882846325290,2
1121745274423627177,0
1122078037400797847,2
1123123153373252452,1
1123139137613199345,3
1123732328679673294,3
1123848757551794175,1
1124011181565285020,3
112432212758577636,3
1124510083821222362,1
1125082519973775865,1
1125962042912363947,2
1125978953387398874,3
1126019534192893856,2
1126087349232013526,1
1126092648219282174,3
1126548627289065391,3
1126718224690952073,1
1127055383682627033,1
1127365700969257072,3
1128005078546467257,2
1128090603178464247,2
1128247738706207557,0
1128285513924044827,1
1128366049492905739,2
1128489764794097571,0
1129214850829815689,2
1129706563887251376,3
1129898628300902569,3
1129943104288842254,2
1130008275738940680,2
113033259589307043,3
1130341785036070868,0
113126315314384732,0
1131611061572381674,3
1131927328561398954,2
113356969288379174,1
1133624987223854462,2
1133695513665652227,1
1133715384878180730,3
1133947822081796166,3
1134031900168374081,3
1134099315927631834,2
113439834789999728,1
1134898580654917623,3
1135079905250031964,1
1135238166809863692,1
1135779447471641295,2
1135874315020511661,3
1136194149354544488,3
1136414981919108046,3
1136661426361173622,2
1136779583290836746,3
1137210677744102965,3
1137598632665778933,0
1137748780789753696,3
1138456192611571385,3
1138885116957060676,1
1138993732729118056,1
1139157174154611422,3
113925535429334778,0
113961408585771745,1
1139980965859349970,1
1140226628604936967,3
1140699931828880097,1
1141240561779155342,3
1141431642322271780,2
1141495506150697837,2
1141575031919548736,2
1141721046925284183,3
1141728507224121782,2
1141980116999827558,1
114220754052585639,0
1143048686196546133,2
1143827327006214647,3
1143912010417454075,1
1144202626887326795,3
1144294209201584825,2
1144343458050482940,0
1144535437046144097,1
1145813887029240960,3
1146241838115574022,3
1146462081863468655,0
1147088819886093977,1
1147162175502787328,2
1147868300036628439,0
1148542960557791166,2
1149024333779510567,2
1150234400900560190,0
1151072309150141939,3
1152520236161503476,3
1152561579759214350,3
1153282134484095371,3
1153444008008794489,2
1153447449087756185,2
1153537416999637255,1
1153731333544725448,1
1153743070606722971,2
1154068589449026998,0
1154617030971437140,1
1154699202196099966,0
115510078955066856,3
115635399987084338,2
1156694450726319281,1
1156770623986100221,1
1158685784690411981,2
1158956486844162881,1
1158973730279189625,1
1159540769658533538,2
1159609324594196020,3
1160501911420050733,0
1160502644331305624,0
1160602624190287621,0
1160913674505090228,0
116093752172443744,3
1161158320838445650,3
1161226025622733557,2
1161317449331971449,0
1161421269016034797,1
1161525793329847144,2
1161957999111743646,0
1163081795410004950,3
1163533618684798458,3
1164460079319831191,0
1164585378268825050,3
1164647274216952429,2
1165019223444575969,1
1165456610715183476,0
1165532650046841546,1
1166183447962679437,1
1166758344539566577,1
1166804257727976659,1
1167686511001525729,2
1168016743529638151,0
116843069754010160,2
1168520277584881451,3
1168638115303652669,3
1168680127144148790,1
1168782773073372571,1
1168861515625833323,1
1169257884861551341,2
1169293641762267681,2
1169368707007730560,2
1169899482038292460,3
1170178873770012644,2
1170868110969070837,0
1170909171697293798,2
1172226363555626290,3
1172254424701880287,0
1172448751342478638,2
1172455353074195464,0
1172846578249999323,1
1172899122106483549,0
117388542730972367,2
1173892680547946434,3
1174105200623351789,2
1174236843877791660,0
117609053685710473,0
1176103371376594027,2
1176333828704285053,1
1176830535279274288,2
1177033898838645229,2
1177139966922815871,2
1177329812836404765,3
1178248797439474438,0
1178695594230770884,1
1179102510021850191,0
1180109110722730755,0
1180268199391937643,1
1180607974614447581,3
1181271192441027388,0
1182830421501588881,0
1183439251650424983,1
1184450083466230265,3
118452644777714142,1
1184553761086667228,1
118462274558099220,3
1184675579298898133,0
1184839631986603370,3
1185356420099333444,3
1185529022547164773,0
1186242045024696584,1
1187349929136874654,3
1187528455773979331,0
1187586471971933396,2
1188685069679637027,3
1189353865155573958,3
118993558693370175,2
1190546977062177689,2
1190697280077790326,0
1191854205666484255,1
1191876684068607184,1
1192120058418550833,0
1192466250027077963,0
1192842298406523658,1
1192923593722397862,0
119322184675354562,3
1193922169920617455,1
1194041679251776068,3
11941526386337945,0
1194361590958369035,1
1194581628036454269,0
1194756901632261084,0
1194969501652554392,1
1195754526766683153,0
1196280770656053579,2
1196405654065569921,2
1196475660282140083,2
1196640464931522065,2
1196686264832672084,1
1197263985328076055,3
1198605747793116824,0
1199589900615012284,3
1199782363506514878,1
1200901890693996669,2
1201452000678266435,2
1201977210362611425,3
1202017008226771380,0
1202228843599003868,3
1202260721102300789,3
1202589890953564542,1
1202690141957954226,1
120328181554716782,2
1203352841825500995,1
1203432466743248178,2
120531771160851723,3
1205442822813476326,2
1205648266305997946,0
1206279496942580797,3
1206753187405219040,3
1207469003634855432,2
1207606639344366326,1
1207938035779504356,1
1208011436370668749,3
1208501122897970093,0
1210185437157530488,3
1211306812566932999,2
1211680092581373682,2
1212498613857291481,0
1212562438841234662,0
1213540500961660868,2
1213560954464456189,0
1213568390709554650,1
1214085636173695762,2
1214466637865014053,3
1214588165055661366,1
1217391865327687838,2
1217513828002232744,1
1217720713971985927,2
1218715705470333166,0
1219292725501510281,2
1219456559465299594,1
1220594775499974629,1
1221128786843199478,0
122131823147246894,2
1221962816344141385,1
1222525688284613287,1
1223059038342687323,1
1223918565635404348,1
1224069948532650980,1
1224242290188267550,2
1224275674208889387,3
1224418933076599745,0
1224587855571405631,0
1226013697220726350,1
1227241307563401870,2
1227767003364062146,3
1228317771977224985,0
1228353452546513723,2
1229527322476278240,0
1229594249841453780,3
1230667596125936953,2
1230808360489998175,2
123143859173595938,0
1231515130425798627,1
1231760711740053249,1
1231802586754888181,3
1232484113964094766,2
1232695228878794932,2
1233116832162084560,3
1233391358503060569,2
1234036011595417253,1
1234177029624711836,0
1234340714315608738,3
1235094015835035240,1
1235499366883589874,2
1235619815462005387,3
1236689061756004559,3
123725438611369978,0
1237483621952446271,0
1237790562377523699,2
1238158987297066666,0
1239050265681563040,3
1239085276960409670,1
1239090953568848530,0
1239316488027558132,1
1239835864690989244,1
1239908809934906745,1
1240713402991169467,3
1241151518374933739,1
1241640348272457341,1
1242356949639008457,1
1242995313934406678,3
1243325535245719243,3
1243670668076689596,0
1244259052312569178,2
1244608386933517135,2
124512201859879959,1
124537813691415176,2
1245406153444347855,1
1245410098037715298,0
1245675601337738780,1
1245802089311417052,3
1246981342132737041,1
1247006160051382245,3
1247007154328913494,0
1247261326108339388,0
1248343458895577572,3
1250033073091425799,0
1250723547507763044,2
1251252132180877684,3
1251393395700904144,0
1251783229929640855,0
1252539099206837899,3
1252799983576501891,1
1252959692661853538,2
1253223963697810452,2
1253366935659609742,1
1253603707590418520,3
1254038038511644271,3
1254463052479392976,1
1254820384572393476,0
125498261096002531,3
125565480071838575,3
1256641208192374692,1
1256906511709279148,3
1257140981372845098,0
1257378571557517683,1
1257506811522617626,2
1257646377131501050,0
1258080551736233398,1
125816595043111824,0
1258312798817489458,2
1258787269837418596,0
1259326759547385071,3
1259504526979612168,3
1260081513595630349,2
1260849007203670658,0
1261514340793072282,0
1261564716114895396,1
1261565993487651760,2
126189856096802844,3
1263050767689911972,3
1263059953038311441,3
1263711015757532944,1
1263787584776376789,1
126412784552060728,0
1264452651654463052,2
1264616246897300723,0
1264966833918307888,3
1265483272566935376,1
1265965595153823364,3
1266133994790190258,2
1266245470013493276,3
1267527745948025284,1
1267616759079528186,2
1268385363626262354,1
1268627604558427031,0
1268672777921907042,1
1269065562931180342,0
1269455433196512579,2
1270166849282524776,0
1270231922905708040,3
1270365784799823352,2
1270805755982098851,0
1273515027607785384,1
1273793836182691051,3
1273967412319129992,1
1274196592876875877,3
1274217309847258022,2
1274644953624715163,3
127527614884703053,2
1275505929822311143,0
127580362208497184,0
1276511718790063591,1
1276886412364195466,1
1277624704941095539,0
1278154360758474276,2
1278409341208393877,2
1278530029244407761,3
1278751114776482446,2
1279833512213394747,3
1280925944033213150,2
1280941849044257396,2
1281534911339417973,1
1281844046021525120,3
1282071704100372478,2
1282078514121207356,2
1282082351427715345,3
1282533307577595051,1
128268453774788336,0
1282926554962068383,0
1283010714234035462,3
1283639545652555431,3
1284412112608546821,0
1285076299792024371,2
1285370685911513440,0
12856243943391336,1
1285816486388761672,2
1285917511621832526,0
1286998170932881293,0
1287212964598645472,3
1287608584001263437,0
1287671202948873944,0
1287897852749052525,3
1288556288153042451,1
1288627159423997945,2
1288917852422534876,1
1289003075825054891,3
128932079371309027,0
1290575559719166237,1
1291278629374303676,2
1291461963061487978,2
1291881213331195289,3
1291902888045357668,1
1292020275789569992,0
1292159236758380068,0
1292448293682288224,1
1292615701096930435,1
1292676754808631442,3
1292768973970221654,0
1293383026064794170,1
1294494168749801032,1
1294617789843738946,3
1295507157977085037,2
1295695906484810029,2
1296054827612997822,1
1296148316255667824,2
1296424619946035166,1
1296883366229548648,1
1296980899336621942,0
1297459401610290155,0
1299340624413171993,1
1300571829361811494,3
1300731788308159761,2
1300896374800641394,2
1301009549992584766,1
1301015985032275226,2
1301116750533320321,2
130113481551762284,1
1301206472522092494,3
1301568651766409891,3
1301832432428528838,3
1302781851511462727,0
1303412773892336322,1
1303896987402687930,2
1304081861778169989,0
1304427252772963492,2
1304593048071433099,0
1305350589929273627,3
1306447653462060852,1
1307000517817526498,0
130778669423678476,1
130855695818513737,1
1309351399171835062,2
1309835208004147826,1
1310197374758330944,1
1310215990904275988,2
1310476039049787843,1
1310764900265706474,3
1310949240439380947,3
1311782460187701546,3
1312025736167801830,0
1312069780860060554,1
1312274784389617966,0
1312388840855587828,2
1312614957793924830,3
1312859450711325096,0
1312988860055301130,3
131318188544431124,2
1313574341142238496,3
1313904637452561122,3
1314260327393929027,0
1314542662524714053,0
131469738030755980,3
1314759209110208099,0
1314913608015247668,3
1315398095530385920,2
1315591597217362571,2
1315701516431184769,2
1315734485480600130,1
1316153389451289757,0
1316184888097507150,3
1316275618769741237,0
13168241792488437,1
1318222904069900442,0
1319291152344702184,3
1319450424255279937,1
1319528452849662680,0
1319595807329359136,0
1319778526618485561,1
1320099983596342981,3
1320401055724018135,1
1321664775849194581,0
1321827785656716683,2
1321954492794665784,0
1322155830394623888,2
1322472502488949037,2
1322527762960041953,0
1322674067684425731,2
1323454114859044848,2
1323485503631672872,3
1323566606405270145,3
1323872828365888720,1
1323908870123553828,0
1323985642378913441,0
1324011194742701128,2
1324808284776417133,3
1325442526769037779,3
1325578743589044047,1
1325968872691400542,1
1326203422572909666,1
1326522687175922664,3
1327025405353646359,1
132733945281263175,3
1327758370295351236,0
1328188677473197560,1
1328563972322606989,1
1329498809940379131,2
132990666217643322,0
133008604708350459,1
1330354743585283428,0
1330519087531585995,2
1330606440427192682,2
133146624923541658,2
1332973988475641578,3
1333071385806081263,2
1333161533988989823,0
1333997978157106677,0
13342150251329884,0
1335163068081065097,1
1335616496469193333,3
1336374872067430697,2
133713674051605386,1
1338450204706390649,1
1338575041502947766,3
1341020003427280836,1
1341180216028868748,0
1341259372559791552,1
1342169640066321671,3
1342183481514706945,3
1342193876230528669,0
1343802642181881977,3
1344687420771809779,1
1345221850080413429,0
1345897549436382529,2
1346694272466000039,3
1347321543707232735,3
1348060905047639660,0
1349454935786081435,0
1349536550702205092,2
1350110963993444723,3
1350559664523181294,2
1350916602879871862,3
135198150741334073,2
1352703135981574475,1
1352774598116644453,1
1354413636626082498,1
1354756455977294634,1
135547768093888975,2
1355959928242161365,2
1356531211317688372,1
1357475566335406967,2
1358196577821565084,0
135845313190230696,3
1358740231375326025,3
1359140781427508733,1
1361110874014738269,0
1361204726972040654,3
136236614736605126,0
1363079754116140454,1
1364114349270544230,3
1364172954529792691,3
1364267694164027532,2
1364354218897233954,3
1364478478193342833,3
1364512679894213749,0
1365067758191072637,2
136519493549976123,2
1366694333248389378,3
1366711069235463053,2
1366999992591390740,3
1367291711789054936,3
1367312182076957575,3
1368306919640750097,2
1368437299973232456,2
1369081969596145783,0
1369316958539852849,1
136943637522814055,3
1369550828319370697,2
1370138410243897125,3
1370664414182858390,2
1371339511602057244,3
1371384209014858169,2
1373198723926341473,3
1373384197049188262,1
1373815544117331562,1
137412731697715258,3
1374504241920387180,3
1375040008812060384,2
1375101225394770467,2
1375244918190075083,2
1375650815921662691,3
1376403339395722074,3
1376513618450324079,3
1376608949512210357,0
1376789487138625388,0
1377478282182173148,2
1377493112855973245,3
1377928005957863333,1
1378026261466703927,1
1378482426130123754,0
1379103863632036240,0
1379296552884433298,3
1379423608841781678,2
1379719221527929452,0
138132658095449980,0
1381379986168549828,3
1382321649294690929,2
1383106725522028177,0
1383348567802174241,2
1383390015989542695,0
1384447592809550936,0
1384521211479467464,2
1384545161809576847,1
138459704522016485,1
138512227534089036,0
1385279013878205373,3
1385896895623279027,3
1386617399017062661,1
1386673992732764290,0
1387146120510479676,1
1387378646810838453,3
138755921302053293,0
1387948545371606072,2
1388177334642137427,3
1388291627330894079,2
1388604837578071066,1
1388956643862558081,2
1389035126267586977,2
1390127662563870673,3
1390283383691892251,1
139041523095796751,2
1390652738597431678,3
1390885628105254722,3
1391687199957855334,0
1392285133485935995,2
1392302332216536137,3
1392323947590619827,2
1392559205029642662,1
1392568856138232946,2
1392832773099278549,0
1393836299844103556,2
1393964420193133027,3
1394648963090618246,1
139474040382920694,1
1396795259716659230,0
1397019246155688347,0
1397476516234875537,0
1397846000930343677,3
1398507338296434269,1
1398763559461854663,2
1398794913081875497,1
1399797173527771477,2
1399979732596376267,0
1400827341080602451,0
1401280693007924048,0
1401644132036412880,1
1402582387802226695,3
1403314430766075292,2
1403477530845215042,2
1404368648811254991,2
1404459306803429185,0
1404664816085115939,2
1404850744084383796,0
1405265666642715278,3
1405826268195621224,2
1405865702294393359,1
1406445911378897967,3
1406479877514326967,2
140726636334394950,0
140792485452924138,2
1408058345791479856,3
1408930142404706044,1
1409225075725800930,1
1409439793226875950,0
1409774583975480920,3
1409783300711755894,0
1410896591412364295,3
141100629893604145,0
1411167046734523744,0
1411265042363352397,0
1411833609129294740,3
1413335656473984493,0
1413467387141562454,1
1414171109439785142,2
141457015722401427,2
1414796037963784670,2
1414833449189360782,3
1415087168592775534,3
1415153926121000625,2
1416464289034572029,2
1416634154934078552,3
1416830037758580098,1
141700574303841134,2
1417252750523156996,0
1417425114049643322,1
1417749897975758821,1
1417784320403246950,3
1418038076391639244,1
1418235039211582253,0
1419028296444439139,2
1419129297351010257,1
1419776556158100143,1
1419975878169037440,2
1420386499632307355,1
1420516558022646591,0
1420827639017581337,2
142102505776089895,3
1421302009028626682,1
1421998682744270698,0
1422066230143154153,0
1422422374862071366,1
1422597580006788949,1
1423582055063478476,1
1423599553908068720,0
1424547170209524530,2
1424767054126806328,1
1425067563876257588,0
1425256799199207928,2
1425659938536632586,3
1426833479689391953,2
1427015554835892930,1
1427034431980218868,2
1427195941549361154,1
1428027904357227369,0
1428674373890290151,1
1428714963551147263,1
1430496550539300664,3
1431026080843722872,2
1431272865334552227,3
1431778257787957466,1
1431799828370366997,3
1431902704250712678,1
143199937683778588,3
1432871969123072943,2
1433126687045507889,0
1433287217825808442,2
1433735035157082281,1
1435538416493245687,3
1436198421711360564,0
143637463087332458,1
1437378248826761199,3
143762373019394371,2
1438917717788881384,2
1439958141001805151,1
1440130250118776837,0
1440167203315538885,0
1440232965028588556,3
1440257913527662385,3
1440781612291820092,2
1440868579663669965,3
144102411753813675,0
1441152739929308095,1
1442045672342489094,1
1442082880022893665,1
1443951684224829592,0
1444118975995246383,3
1444547913909115540,3
1445437650655111385,1
1445661900290076835,0
1445780234069614222,0
144588150788714946,1
144592648300779276,3
1446562094584101282,1
1448356957336967722,2
1448414238244376138,0
1448542197768365329,2
1449624171761200684,2
1449953997039291555,1
1450075909529291097,2
1450629170650937164,1
1450917524850320384,2
1451205531146692374,1
1451386995246285570,1
1451414587617374381,2
1451812674562683126,2
1452709550975844383,0
1452819694579922721,0
145303382432294773,2
1453400176596594935,0
1453528397501949694,3
1454433908392484966,0
1455226928028029350,0
145554161863632997,1
1455608450886346775,2
1456285044117613084,2
1456306570887859154,2
1456416015873148574,0
1457266655535910037,0
1457724398784743664,2
14579243870167528,3
145836967210664577,0
145873782924369971,3
1459060753451279568,3
1459351427826228444,2
1459913781585006880,2
1460254301241789850,3
1460383931194598591,3
1460814328103650256,1
1461071676695594341,0
1461437938778360178,1
1461470995749006943,1
1461551422237991641,1
1461615580981689042,2
1462242968167799174,2
1462604490105212669,0
1465577050286146469,2
1465677465640550265,3
1465731703568832128,1
1466364456097213787,1
1466732346275631969,1
1466780815174361665,0
1467585689732367468,1
1468341382259142940,3
1468593435146178836,3
1468919879102068787,0
1468999013472530927,0
1469186291238420672,0
1470311886449908198,0
1470479128471485756,1
1471487764907763441,3
147152050802033169,3
1471849279167740151,2
1472211233443801577,0
1472632294078183974,0
1472695101648403879,2
14729182875603789,0
1473079361539468993,3
1473152266041924582,2
1473304142175000630,3
1473469207141380176,1
1473981665180564291,3
1474284721061533597,3
1475342276208464977,2
1476325728733609750,3
1476404698122413845,0
1476423514344633744,3
147670964986401960,3
1477044348160781828,0
1477884912698510795,0
1478000656757089969,1
1478010500289641372,2
1479036937856347275,1
1479943617262321838,2
1480501780996419545,1
1480613810561750465,1
1481015718018433053,2
1481252299597114551,3
1482111900913654327,2
1482752983257193668,3
1482791945347480852,1
1483115577368521669,2
1483607432775014873,1
1484625609071279196,1
1484839791701114942,1
1485534057135499144,1
1485971205939883481,2
1486445450996631877,3
148656666757356458,1
1486600416527398059,2
1486842250998500469,3
1488015604700291998,1
1489980830929039763,1
1490005517674935973,3
1490059920504718587,3
1490610301426361492,1
1490675256167427423,0
1490739412736956833,3
149076852659870377,2
1491769120107405558,1
1492498632489915244,1
149286511267173470,0
1493638627281141853,3
14946743510002299,3
1495188560968567749,0
1495370346986424793,2
1495705436601195247,2
1495822173806411391,0
1496117206638312790,3
1496157609918845731,2
149635036616248232,2
1497160518263545593,3
149753155617426459,0
1497854881014961587,0
1498279971963203079,1
1499479150223281346,3
1499597518198765150,0
1499617458696694152,1
149968734840137676,2
1499904526596851551,3
1500022636801002491,1
1500065181521592880,0
1500158326786693254,3
1500405299352544565,2
1500850165110866747,2
1501042553456269222,1
1501168787103884854,2
1501233464454761298,0
1501609478008997331,1
1502760183263931078,3
150285973528519377,2
1503318218985090884,3
1503382082320460052,0
1503795544858818470,0
1504272412797643849,0
150484008874545626,0
1504996776345549459,0
1505449586430955441,2
1506054477913988784,1
1506207058287276458,0
1506284948544456353,3
1506445752714106245,1
1506814752747023938,3
1507025016603561744,3
1507346019694936921,1
1507855769830955927,0
1508362281413526267,0
1509046934734927092,3
1509447616707907773,1
1509655412762650375,0
1509838965968980597,3
1510267105598315968,1
1510987622380411580,0
1511374651141384584,0
1511502238791901431,2
1511594249019595383,3
151190107585973954,0
151308711844003670,2
1513464096438283125,2
1514002584897700632,0
1514098849073669271,3
1514453819584484520,2
15146198875955981,1
1514826441978425651,0
1515780253293468876,3
1515919796350357940,2
1516756478033577075,3
1516893625536149130,2
1516990502625452330,0
1518049410537000371,3
1518228387130601668,2
1518435889709644948,2
1519287615787731560,2
1519794308960205066,2
152063833646451420,0
1520641748771286825,2
1520816631532053080,3
1520986595244626628,1
152136668514995943,0
1521645825869388371,3
1522000611281367351,0
1522252509926640769,3
1523336558468366282,0
1523353774599390385,2
1523437989218477170,1
1524206947508416695,3
1524297597281717920,2
152503792334132570,2
1525054703316782974,1
1526713528907841070,2
1526824542485303371,3
1526846139685336137,2
1526865577245990194,2
1527002760766651376,2
1527023871117684346,0
1527281180623968150,2
1527444113371170022,2
1528193158345545144,1
1528365528681932144,1
1530014689524255131,2
153031983238945270,3
1530602845535939583,0
1530743491858482023,2
1530859167204487037,3
1531935444857084849,2
1532502363813203358,1
153302101111110322,3
1533304569346841848,0
1533530456044783842,1
1533620271157284951,3
1533766549366763644,1
1533863392355542757,1
1535067858636681422,1
1535246173098725482,0
1535376139213623939,2
1535526334763365246,0
1536477358440195952,3
1536485393314113780,1
1536610576039427684,2
1536731155007931354,2
1537346575783325677,1
1537396713728813393,2
1537499087678741334,1
1537701325527690064,0
153784442058793539,2
1537953638512914689,2
1538207345425926528,1
1538379551980087334,3
1538694765972125739,1
1539133267291331550,3
1539246211880057748,0
1539638092858731829,3
1539948299972756524,3
1541264191834065748,2
1541365508497529480,2
1542959640225983523,1
1543055461027582581,0
1543815521024420936,1
1544407702818903627,3
1544427177999482937,0
1544955695916192052,0
1545153801758188635,0
1545250577017637830,1
1545280964066587932,3
1545934199691135791,1
1546292325283169883,3
1547026526939026296,1
1549184721261256993,2
1549200581474163146,2
1549314911586780559,1
1550305516612914067,1
1550624460092252964,0
1550713043655620251,2
1550921160339984780,0
1551219656037152995,2
1551724510212536367,2
1551919511178597278,2
1553758689804727892,0
1553890304780442125,0
155672470445848081,2
155692024602871931,0
1557580716663840935,2
1557703456215364641,2
1558037762869991281,3
155848226635380647,1
155961170445024467,1
1559921157206546438,0
1560084019979990342,0
1561163721167917759,3
1561692565456501271,3
1561786739984017789,3
1562275881600980952,1
1563328488480263587,1
1563801141223010059,2
156423962082055559,1
156612315464765843,0
156621249807749539,0
1566322099160720357,1
1566738563860079253,0
156695356699666472,1
1567046765644594453,1
156724076285002060,2
1567556613063941024,0
1568040704674594679,1
1568381724790180627,3
156839562703373686,3
1568573945606662236,0
1569401126378072560,3
1569815935893182928,2
1569862612917218242,1
1570066340620116328,3
1570979462297423227,3
1571018053596562294,3
1571052375138371296,2
1571416894805502787,0
1572758405445849064,0
1572835336084129036,1
157288539932181758,3
1573646923687533337,2
1573655564144796580,0
1573810530176908763,3
157445237532407265,2
1574790096471354786,0
1575263721543988035,0
1575543616364206537,3
157585350993327735,0
1576096237010994376,1
1576597926031956186,0
1577010299665911032,2
1577552954859506671,0
1577851381760780457,0
1578034660562008538,3
1579340544102232230,2
1579865231881811181,3
1580134133529385986,0
1580371745244091444,3
1580717481263450138,1
1580774922004445366,3
1581391106053965056,1
1581394081224114927,0
1582370960997299879,3
1582674860208357528,0
158300657258361070,0
158333164683486198,0
1583506614057266162,1
1584237814566961281,1
1584754249942243250,1
1585216413939097171,1
1585825860615874551,2
1586218680184808079,1
1586281228029032345,3
1587285496869216646,2
1587453903930939641,2
1587715315732218620,0
1588116308633599574,0
1588631618132997271,1
158875873317382580,1
1588832782326340674,3
1589338654995245086,3
1589991677309729447,2
159013503656762365,2
